               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,            0.011241,            0.004964,                   0,             0.94239,             0.85528,             0.91242,             0.75346,            0.014523,           0.0051712,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.011205,           0.0049341,                   0,             0.94678,             0.85273,             0.90941,             0.74899,            0.014277,           0.0050618,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.011392,           0.0051225,                   0,             0.92264,             0.85185,             0.90776,             0.74491,            0.014329,           0.0051966,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.010956,           0.0045809,                   0,             0.93558,             0.85432,              0.9118,             0.76068,            0.014247,           0.0050498,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.011362,           0.0047776,                   0,             0.93231,             0.85185,              0.9093,             0.75634,            0.014267,           0.0051188,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.010483,           0.0046332,                   0,             0.95028,             0.83276,             0.91204,             0.76134,            0.014296,            0.005174,                   0,            0.000793,            0.000793,            0.000793
                  95,             0.01123,           0.0047625,                   0,             0.92906,             0.85603,             0.91076,             0.76058,            0.014233,           0.0051106,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.011263,           0.0050439,                   0,              0.9363,             0.83878,              0.9068,             0.75368,            0.014189,           0.0051943,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.011305,           0.0051585,                   0,             0.94752,             0.82606,              0.9064,             0.75079,            0.014257,            0.005152,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.011464,           0.0051249,                   0,             0.92632,             0.84914,             0.90757,             0.75067,            0.014295,           0.0051188,                   0,            0.000397,            0.000397,            0.000397
                  99,             0.01162,           0.0053551,                   0,             0.93321,             0.85237,              0.9105,             0.75848,            0.014288,           0.0050777,                   0,            0.000298,            0.000298,            0.000298
